event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Karaoke Night;The Rendezvous;2322 2nd Ave;98109;Seattle;WA;;2023-11-01;22:00;;;https://do206.com/events/2023/11/1/karaoke-night-tickets
Celestial Navigation;Seamonster Lounge;2202 North 45th Street;98103;Seattle;WA;;2023-11-01;19:30;;;https://do206.com/events/2023/11/1/celestial-navigation-tickets
Victoria Adukwei Bulley, Christian Paige, Lydia K Valentine, Christina Vega;Spanish Ballroom;565 Broadway;98402;Tacoma;WA;;2023-11-01;19:00;;;https://do206.com/events/2023/11/1/victoria-adukwei-bulley-christian-paige-tickets
Kitchen Sink Comedy;The Rendezvous;2322 2nd Ave;98109;Seattle;WA;;2023-11-01;19:00;;;https://do206.com/events/2023/11/1/kitchen-sink-comedy-tickets
Secret Singles Social Rendezvous;The Rendezvous;2322 2nd Ave;98109;Seattle;WA;;2023-11-01;19:00;13.0;;https://do206.com/events/2023/11/1/secret-singles-social-rendezvous-tickets
Exciter;El Corazon;109 Eastlake Ave. E.;98109;Seattle;WA;;2023-11-01;19:30;20.0;25.0;https://do206.com/events/2023/11/1/exciter-tickets
M.O.S.S., Dining Dead, The Nags, Diirt;Chop Suey;1325 East Madison;98122;Seattle;WA;;2023-11-01;19:00;15.0;;https://do206.com/events/2023/11/1/m-o-s-s-dining-dead-the-nags-diirt-tickets
KILL ROCK STARS + friends tour;Madame Lou's;2505 1st Ave;98121;Seattle;WA;;2023-11-01;19:30;;;https://do206.com/events/2023/11/1/kill-rock-stars-friends-tour-tickets
High Pulp;Clock Out Lounge;4864 Beacon Ave S;98108;Seattle;WA;;2023-11-01;20:30;12.0;30.0;https://do206.com/events/2023/11/1/high-pulp-tickets
Lee DeWyze;The Rendezvous;2322 2nd Ave;98109;Seattle;WA;;2023-11-01;18:00;25.0;40.0;https://do206.com/events/2023/11/1/lee-dewyze-tickets
Adam Baldwin w/ Matt Andersen at Triple Door;The Triple Door;216 Union Street;98101;Seattle;WA;;2023-11-01;19:00;;;https://do206.com/events/2023/11/1/adam-baldwin-w-matt-andersen-at-triple-door-tickets
Des Rocs;The Funhouse;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-01;20:00;25.0;27.0;https://do206.com/events/2023/11/1/des-rocs-tickets
Matt Andersen w/ Adam Baldwin;The Triple Door;216 Union Street;98101;Seattle;WA;;2023-11-01;19:30;25.0;32.0;https://do206.com/events/2023/11/1/matt-andersen-w-adam-baldwin-tickets
Soulside & Scream;The Vera Project;Seattle Center (next to Warren & Republican);98109;Seattle;WA;;2023-11-01;19:00;22.0;25.0;https://do206.com/events/2023/11/1/soulside-scream-tickets
Freakout & Tractor Present: Frankie & The Witch Fingers w/ Monsterwatch;The Tractor Tavern;5213 Ballard Avenue N.w.;98107;Seattle;WA;;2023-11-01;20:30;18.0;;https://do206.com/events/2023/11/1/freakout-tractor-present-frankie-the-witch-fingers-w-monsterwatch-tickets
Old Dominion: No Bad Vibes Tour;Climate Pledge Arena;334 1st Ave N;98109;Seattlee;WA;;2023-11-01;19:30;34.0;166.0;https://do206.com/events/2023/11/1/old-dominion-no-bad-vibes-tour-tickets
MARVEL YEARS & K+LAB plus Pressha;High Dive;513 North 36th;98103;Seattle;WA;;2023-11-01;20:00;20.0;;https://do206.com/events/2023/11/1/marvel-years-k-lab-tickets
Citizen;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-01;18:30;27.0;30.0;https://do206.com/events/2023/11/1/citizen-tickets
Kill Rock Stars + Friends Tour w/ Logan Lynn X Yellow Trash Can, Bitch, Caleb Nichols, Chateau Chateau, Shaylee, Katie Cash;Madame Lou's;2505 1st Ave;98121;Seattle;WA;;2023-11-01;19:30;25.0;;https://do206.com/events/2023/11/1/kill-rock-stars-friends-tour-w-logan-lynn-x-yellow-trash-can-bitch-caleb-nichols-chateau-chateau-shaylee-katie-cash-tickets
Rocky Votolato, Sea Salt, Crushing;Crocodile;2505 1st Ave Seattle;98121;Seattle;WA;;2023-11-01;19:00;25.0;;https://do206.com/events/2023/11/1/rocky-votolato-tickets
Neil Frances;Neptune Theatre;1303 N.E. 45th St;98105;Seattle;WA;;2023-11-01;19:00;25.0;;https://do206.com/events/2023/11/1/neil-frances-tickets
DOOM FUNK HALLOWEEN featuring: THE CUMBIEROS, General Mojos, and Hard Maybe;Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-10-31;19:00;15.0;;https://do206.com/events/2023/10/31/doom-funk-halloween-featuring-the-cumbieros-general-mojos-and-hard-maybe-tickets
This Is Halloween;The Triple Door;216 Union Street;98101;Seattle;WA;;2023-10-31;20:00;39.0;45.0;https://do206.com/events/2023/10/31/this-is-halloween-tickets-b991pzz
This Is Halloween;The Triple Door;216 Union Street;98101;Seattle;WA;;2023-10-31;17:00;39.0;45.0;https://do206.com/events/2023/10/31/this-is-halloween-tickets
Motown on Monday Halloween Edition;Barboza;925 E Pike;98122;Seattle;WA;;2023-10-31;21:00;;;https://do206.com/events/2023/10/31/motown-on-monday-tickets
Rawayana;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-10-31;19:00;25.0;35.0;https://do206.com/events/2023/10/31/rawayana-tickets
Cumbia De Muertos w/ Terrorcactus, Lobo Lara, Albina Cabrera, Rizoma, Exesive, Desmadrina Soundsystem, and Cumbia Libre;The Tractor Tavern;5213 Ballard Avenue N.w.;98107;Seattle;WA;;2023-10-31;20:00;15.0;;https://do206.com/events/2023/10/31/cumbia-de-muertos-w-terrorcactus-lobo-lara-albina-cabrera-rizoma-exesive-desmadrina-soundsystem-and-cumbia-libre-tickets
Sorcha Richardson, PAPA @ FREMONT ABBEY;Fremont Abbey Arts Center;4272 Fremont Ave N;98103;Seattle;WA;;2023-10-31;20:00;21.0;;https://do206.com/events/2023/10/31/sorcha-richardson-fremont-abbey-tickets
Jacquees + Nick LaVelle;Neptune Theatre;1303 N.E. 45th St;98105;Seattle;WA;;2023-10-31;19:00;35.0;;https://do206.com/events/2023/10/31/jacquees-nick-lavelle-tickets
ONRY OZZBORN w/ Torbjørn & special guests;High Dive;513 North 36th;98103;Seattle;WA;;2023-10-31;20:00;15.0;;https://do206.com/events/2023/10/31/onry-ozzborn-jesse-the-tree-w-torbjorn-special-guest-pigeon-john-tickets
Deer Tick, Abby Hamilton;Crocodile;2505 1st Ave Seattle;98121;Seattle;WA;;2023-10-31;20:00;;;https://do206.com/events/2023/10/31/deer-tick-abby-hamilton-tickets
