event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Sorcha Richardson;Fremont Abbey Arts Center;4272 Fremont Ave N;98103;Seattle;WA;1-206-414-8325;2023-10-31;20:00;;;https://www.bandsintown.com/e/1028993568-sorcha-richardson-at-fremont-abbey-arts-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Lich King;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;1-206-262-0482;2023-11-01;20:00;;;https://www.bandsintown.com/e/104613092-lich-king-at-el-corazon?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Abby Hamilton;The Crocodile;2505 1st Ave;98121;Seattle;WA;1-206-441-4618;2023-10-31;18:00;;;https://www.bandsintown.com/e/104371966-abby-hamilton-at-the-crocodile?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Serpentwithfeet;Moore Theatre;1932 2nd Ave;98101;Seattle;WA;1-206-467-5510;2023-11-01;19:30;;;https://www.bandsintown.com/e/1028927412-serpentwithfeet-at-moore-theatre?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Exciter;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;1-206-262-0482;2023-11-01;19:30;;;https://www.bandsintown.com/e/1029197549-exciter-at-el-corazon?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
GIFT;The New Frontier Lounge;301 E 25th St;98421;Tacoma;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/104795222-gift-at-the-new-frontier-lounge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
K+lab;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-11-01;20:00;;;https://www.bandsintown.com/e/104752314-k+lab-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Adam Baldwin;Triple Door;216 Union St;98101;Seattle;WA;1-206-838-4333;2023-11-01;19:00;;;https://www.bandsintown.com/e/104519608-adam-baldwin-at-triple-door?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Keith Porteous;The Mortuary;420 Franklin St SE;98501;Olympia;WA;;2023-10-31;18:30;;;https://www.bandsintown.com/e/104862161-keith-porteous-at-the-mortuary?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Dining Dead;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-01;20:00;;;https://www.bandsintown.com/e/104802982-dining-dead-at-chop-suey?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
SHEKU KANNEH-MASON;Benaroya Hall;200 University St;98101;Seattle;WA;1-206-215-4800;2023-10-31;19:30;;;https://www.bandsintown.com/e/1029663357-sheku-kanneh-mason-at-benaroya-hall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Moss;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/1029873084-moss-at-chop-suey?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Asterhouse;Sunset Tavern;5433 Ballard Ave NW;98107;Seattle;WA;+1 206-784-4880;2023-10-31;19:30;;;https://www.bandsintown.com/e/1029788457-asterhouse-at-sunset-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
The Cumbieros;Nectar Lounge;412 N 36th St;98103;Seattle;WA;+12066322020;2023-10-31;19:00;;;https://www.bandsintown.com/e/1029559349-the-cumbieros-at-nectar-lounge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
General Mojo's;Nectar Lounge;412 N 36th St;98103;Seattle;WA;+12066322020;2023-10-31;19:00;;;https://www.bandsintown.com/e/1029560534-general-mojo's-at-nectar-lounge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Soulside;The Vera Project;305 Harrison St;98109;Seattle;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/1029195201-soulside-at-the-vera-project?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Rockaraoke;JAZZBONES;2803 6th Ave;98406;Tacoma;WA;1-253-396-9169;2023-10-31;21:30;;;https://www.bandsintown.com/e/1029762313-rockaraoke-at-jazzbones?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Scream;The Vera Project;305 Harrison St;98109;Seattle;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/1029196684-scream-at-the-vera-project?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Pretty Awkward;Jewelbox Theater;2322 2nd Ave;98121;Seattle;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/104844401-pretty-awkward-at-jewelbox-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Nick LaVelle;Neptune Theatre;1303 NE 45th St;98105;Seattle;WA;1-206-682-1414;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029534668-nick-lavelle-at-neptune-theatre?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Claustrofobia;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;1-206-262-0482;2023-11-01;19:30;;;https://www.bandsintown.com/e/1029197047-claustrofobia-at-el-corazon?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
DJ Tony Schwartz;Private Venue;;;Bonney Lake;WA;;2023-10-31;16:00;;;https://www.bandsintown.com/e/103986878-dj-tony-schwartz-at-private-venue?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
The Fabulous Downey Brothers;Sunset Tavern;5433 Ballard Ave NW;98107;Seattle;WA;+1 206-784-4880;2023-10-31;19:30;;;https://www.bandsintown.com/e/1029788335-the-fabulous-downey-brothers-at-sunset-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Billy Shew;Fraternal Order of Eagles;920 SW 150th St;98166;Burien;WA;;2023-10-31;19:00;;;https://www.bandsintown.com/e/104778525-billy-shew-at-fraternal-order-of-eagles?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Pressha;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-11-01;20:00;;;https://www.bandsintown.com/e/1029863571-pressha-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Aj Suede;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029423259-aj-suede-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Dead Leaf Echo;Black Lab Gallery;1618 Hewitt Ave;98201;Everett;WA;;2023-10-31;20:00;;;https://www.bandsintown.com/e/104857472-dead-leaf-echo-at-black-lab-gallery?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Rizoma;Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;1-206-789-3599;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029813963-rizoma-at-tractor-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Cumbia Libre;Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;1-206-789-3599;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029814629-cumbia-libre-at-tractor-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
DJ Trent Von (Billboard DJ, C89.5 FM);APEX Art and Culture Center;1611 Everett Ave;98201;Everett;WA;+1 425-374-8307;2023-10-31;19:00;;;https://www.bandsintown.com/e/1029856798-dj-trent-von-(billboard-dj-c89.5-fm)-at-apex-art-and-culture-center?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
POCKETS;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029423258-pockets-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Maxwell Edison;Belltown Yacht Club;2320 1st Ave;98121;Seattle;WA;;2023-11-01;20:00;;;https://www.bandsintown.com/e/1029923166-maxwell-edison-at-belltown-yacht-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
The Nags;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/1029872296-the-nags-at-chop-suey?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Torbjørn;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029423289-torbjorn-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Leif Totusek;Perihelion Brewery;2800 16th Ave S;98144;Seattle;WA;;2023-10-31;19:00;;;https://www.bandsintown.com/e/104768851-leif-totusek-at-perihelion-brewery?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Free Music;Sunset Tavern;5433 Ballard Ave NW;98107;Seattle;WA;+1 206-784-4880;2023-11-01;19:30;;;https://www.bandsintown.com/e/1029912310-free-music-at-sunset-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
pitschouse;Sunset Tavern;5433 Ballard Ave NW;98107;Seattle;WA;+1 206-784-4880;2023-11-01;19:30;;;https://www.bandsintown.com/e/1029912348-pitschouse-at-sunset-tavern?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
James Coates;The Mill Steakhouse + Spirits;900 Meridian Ave E #50;98354;Milton;WA;;2023-11-01;19:00;;;https://www.bandsintown.com/e/104754877-james-coates-at-the-mill-steakhouse-+-spirits?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Lambo Lawson;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029423257-lambo-lawson-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Frank Viele;Jewelbox Theater;2322 2nd Ave;98121;Seattle;WA;;2023-11-01;18:00;;;https://www.bandsintown.com/e/104700858-frank-viele-at-jewelbox-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Onry Ozzborn;High Dive;513 N 36th St;98103;Seattle;WA;1-206-632-0212;2023-10-31;20:00;;;https://www.bandsintown.com/e/1029423132-onry-ozzborn-at-high-dive?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Kung Fu Vampire;OLD ALCOHOL PLANT;310 Hadlock Bay Rd;98339;Port Hadlock-Irondale;WA;;2023-10-31;20:30;;;https://www.bandsintown.com/e/104793740-kung-fu-vampire-at-old-alcohol-plant?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Lee Dewyze;Jewelbox Theater;2322 2nd Ave;98121;Seattle;WA;;2023-11-01;18:00;;;https://www.bandsintown.com/e/104699914-lee-dewyze-at-jewelbox-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
High Pulp;Clock-Out Lounge;4864 Beacon Ave S;98108;Seattle;WA;1-206-402-6322;2023-11-01;20:30;;;https://www.bandsintown.com/e/1029332614-high-pulp-at-clock-out-lounge?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Kip Moore;Climate Pledge Arena;334 1st Ave N;98109;Seattle;WA;;2023-11-01;19:30;;;https://www.bandsintown.com/e/1028294922-kip-moore-at-climate-pledge-arena?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
Citizen;Neumos;925 E Pike St;98122;Seattle;WA;;2023-11-01;18:30;;;https://www.bandsintown.com/e/1029205235-citizen-at-neumos?came_from=257&utm_medium=web&utm_source=home&utm_campaign=ticket_rsvp
