event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
serpentwithfeet: Heart of Brick;Moore Theatre;1932 Second Ave;98121.0;Seattle;WA;;2023-11-01;19:30;22.5;32.5;https://everout.com/seattle/events/serpentwithfeet-heart-of-brick/e151328/
Open Mic;Darrell's Tavern;18041 Aurora Ave N;18041.0;Shoreline;Washington;;2023-11-01;19:30;0.0;0.0;https://everout.com/seattle/events/open-mic/e26544/
Karaoke Night at Rendezvous;Rendezvous;2322 Second Ave;98121.0;Seattle;WA;;2023-11-01;21:00;0.0;0.0;https://everout.com/seattle/events/karaoke-night-at-rendezvous/e145885/
Futuristic Funk & Rare Cuts with DJ Nightspore and DJ Bad Dab;Gold Bar;1416 E Olive Way;98122.0;Seattle;WA;;2023-11-01;18:00;0.0;0.0;https://everout.com/seattle/events/futuristic-funk-rare-cuts-with-dj-nightspore-and-dj-bad-dab/e142376/
Oxxxymiron;Showbox SoDo;1700 First Ave S;98134.0;Seattle;WA;;2023-10-31;20:00;94.0;;https://everout.com/seattle/events/oxxxymiron/e135407/
Fabulous Downey Brothers, Vanilla Abstract, Art Gecko, and Asterhouse;Sunset Tavern;5433 Ballard Ave NW;98107.0;Seattle;WA;;2023-10-31;19:30;12.0;;https://everout.com/seattle/events/fabulous-downey-brothers-vanilla-abstract-art-gecko-and-asterhouse/e159032/
Bluegrass Open Jam Session;Little Red Hen;7115 Woodlawn Ave NE;98115.0;Seattle;WA;;2023-10-31;19:30;0.0;;https://everout.com/seattle/events/bluegrass-open-jam-session/e152207/
Central Saloon's Halloween with Midnight Danger;Central Saloon;207 First Ave S #1;98104.0;Seattle;WA;;2023-10-31;19:00;10.0;15.0;https://everout.com/seattle/events/central-saloons-halloween-with-midnight-danger/e159699/
Halloween Party with Tacoma All Star Band;Spanish Ballroom;565 Broadway;98402.0;Tacoma;WA;;2023-10-31;19:00;10.0;15.0;https://everout.com/seattle/events/halloween-party-with-tacoma-all-star-band/e159045/
Barrett Martin: Singing Earth Tour;Here-After at the Crocodile;2505 First Ave;98121.0;Seattle;WA;;2023-10-31;19:00;20.0;;https://everout.com/seattle/events/barrett-martin-singing-earth-tour/e160542/
Doom Funk Halloween: The Cumbieros, General Mojos, and Hard Maybe;Nectar;412 N 36th St;98103.0;Seattle;WA;;2023-10-31;19:00;15.0;20.0;https://everout.com/seattle/events/doom-funk-halloween-the-cumbieros-general-mojos-and-hard-maybe/e158986/
Rawayana;Neumos;925 E Pike St;98122.0;Seattle;WA;;2023-10-31;19:00;25.0;35.0;https://everout.com/seattle/events/rawayana/e147798/
South Hudson Music Project and KNKX Present: The Cabinet of Dr Caligari;The Royal Room;5000 Rainier Ave S;98118.0;Seattle;WA;;2023-10-31;19:00;0.0;5.0;https://everout.com/seattle/events/south-hudson-music-project-and-knkx-present-the-cabinet-of-dr-caligari/e159000/
98.9 KPNW Presents: A Night with A Flock of Seagulls;APEX Art and Culture Center;1611 Everett AvE;98201.0;Everett;WA;;2023-10-31;19:00;45.0;100.0;https://everout.com/seattle/events/98-9-kpnw-presents-a-night-with-a-flock-of-seagulls/e160257/
The Jacob Zimmerman 3;Place Pigalle;81 Pike St;98101.0;SEATTLE;Washington;;2023-10-31;18:30;0.0;0.0;https://everout.com/seattle/events/the-jacob-zimmerman-3/e141598/
Ballard Beer Box Halloween Party;Ballard Beer Box;2446 NW Market Street;98107.0;Seattle;WA;;2023-10-31;18:00;0.0;0.0;https://everout.com/seattle/events/ballard-beer-box-halloween-party/e160303/
DJ Hoi Polloi with DJ Strawberry Wine and DJ JENNIE host our Taco Tuesday Halloween Party!;Lucky Liquor;10325 E Marginal Way S;10325.0;Tukwila;WA;;2023-10-31;16:00;0.0;0.0;https://everout.com/seattle/events/dj-hoi-polloi-with-dj-strawberry-wine-and-dj-jennie-host-our-taco-tuesday-halloween-party/e160772/
Within/Earshot Jazz Festival;Bainbridge Island Museum of Art;550 Winslow Way E;98110.0;Bainbridge Island;WA;;2023-10-31;15:00;10.0;32.0;https://everout.com/seattle/events/within-earshot-jazz-festival/e156812/
Emily Sheila at PNC Live Studio;PNC Live Studio;1210 SW 6th Ave;97204.0;Portland;OR;;2023-10-31;12:30;0.0;;https://everout.com/seattle/events/emily-sheila-at-pnc-live-studio/e159952/
New Age Flamenco;Willows Lodge;14580 NE 145th St;14580.0;Woodinville;WA;;2023-11-01;18:00;0.0;0.0;https://everout.com/seattle/events/new-age-flamenco/e148490/
Get Happy! with DJ Maxwell Edison;Belltown Yacht Club/Screwdriver Bar;2320 First Ave;98121.0;Seattle;WA;;2023-11-01;17:00;0.0;0.0;https://everout.com/seattle/events/get-happy-with-dj-maxwell-edison/e158627/
First Wednesday Concert Series: Students of the UW School of Music;UW Allen Library;UW Campus;;Seattle;WA;;2023-11-01;12:30;0.0;0.0;https://everout.com/seattle/events/first-wednesday-concert-series-students-of-the-uw-school-of-music/e134248/
IKF Karaoke Cup World Final;Emerald Queen Casino;2024 E 29th St;98404.0;Tacoma;WA;;2023-11-01;;0.0;;https://everout.com/seattle/events/ikf-karaoke-cup-world-final/e151066/
Earshot Jazz Festival 2023;Various locations;around King County;;;WA;;2023-10-31;;0.0;500.0;https://everout.com/seattle/events/earshot-jazz-festival-2023/e154203/
Earshot Jazz Festival 2023;Various locations;around King County;;;WA;;2023-11-01;;0.0;500.0;https://everout.com/seattle/events/earshot-jazz-festival-2023/e154203/
Cloudbreak 2023;Various locations;around King County;;;WA;;2023-11-01;;0.0;;https://everout.com/seattle/events/cloudbreak-2023/e155833/
Sound Check! The Music We Make;Wing Luke Museum;719 S King St;98104.0;Seattle;WA;;2023-11-01;;0.0;17.0;https://everout.com/seattle/events/sound-check-the-music-we-make/e156904/
Dimelo: Halloween Edition;The Crocodile;2505 First Ave;98121.0;Seattle;WA;;2023-10-31;22:00;19.99;;https://everout.com/seattle/events/dimelo-halloween-edition/e158977/
Sea Monster Tuesday with Joe Doria & Friends;Sea Monster Lounge;2202 N 45th St;98103.0;Seattle;WA;;2023-10-31;21:30;0.0;0.0;https://everout.com/seattle/events/sea-monster-tuesday-with-joe-doria-friends/e133738/
Motown on Monday: Halloween Edition;Barboza;925 E Pike St;98122.0;Seattle;WA;;2023-10-31;21:00;0.0;0.0;https://everout.com/seattle/events/motown-on-monday-halloween-edition/e158714/
Sorry For Party Rocking: Halloween Edition;Chop Suey;1325 E Madison St;98122.0;Seattle;WA;;2023-10-31;21:00;0.0;45.0;https://everout.com/seattle/events/sorry-for-party-rocking-halloween-edition/e158836/
Spooky Beats: A Halloween Jam;The Royal Room;5000 Rainier Ave S;98118.0;Seattle;WA;;2023-10-31;21:00;10.0;15.0;https://everout.com/seattle/events/spooky-beats-a-halloween-jam/e158997/
Skeleton Skate;Southgate Roller Rink;9646 17th Ave SW;;Seattle;WA;;2023-10-31;20:30;0.0;;https://everout.com/seattle/events/skeleton-skate/e159821/
Strangest Things: 80s Halloween Party Featuring: DJ Dance Dance w/ #All4Doras (Boy Band Tribute);Madame Lou's at the Crocodile;2505 First Ave;98121.0;Seattle;WA;;2023-10-31;20:30;10.0;;https://everout.com/seattle/events/strangest-things-80s-halloween-party-featuring-dj-dance-dance-w-all4doras-boy-band-tribute/e156099/
Curveball Karaoke;Lottie's Lounge;4900 Rainier Ave S;98118.0;Seattle;Washington;;2023-10-31;20:00;0.0;0.0;https://everout.com/seattle/events/curveball-karaoke/e133562/
Jacquees + Nick Lavelle;Neptune Theatre;1303 NE 45th St;98105.0;Seattle;WA;;2023-10-31;20:00;35.0;;https://everout.com/seattle/events/jacquees-nick-lavelle/e155185/
Onry Ozzborn with Torbjørn;High Dive;513 N 36th Ave;98103.0;Seattle;WA;;2023-10-31;20:00;15.0;;https://everout.com/seattle/events/onry-ozzborn-with-torbjorn/e158985/
Sorcha Richardson;Fremont Abbey Arts Center;4272 Fremont Ave N;98103.0;Seattle;WA;;2023-10-31;20:00;21.0;;https://everout.com/seattle/events/sorcha-richardson/e157229/
Love So Deep, Gazillionaires and Crockets;Blue Moon Tavern;712 NE 45th St;98105.0;Seattle;WA;;2023-10-31;20:00;0.0;0.0;https://everout.com/seattle/events/love-so-deep-gazillionaires-and-crockets/e160575/
UW School of Music: Guest Artist Concert with Soledad y Pilar;Brechemin Auditorium;UW Campus;98105.0;Seattle;WA;;2023-11-01;19:30;0.0;0.0;https://everout.com/seattle/events/uw-school-of-music-guest-artist-concert-with-soledad-y-pilar/e160438/
Matt Andersen with Adam Baldwin;Triple Door;216 Union St;98101.0;Seattle;WA;;2023-11-01;19:30;25.0;32.0;https://everout.com/seattle/events/matt-andersen-with-adam-baldwin/e160451/
Old Dominion: No Bad Vibes Tour;Climate Pledge Arena;305 Harrison St;98109.0;Seattle;WA;;2023-11-01;19:30;34.5;134.5;https://everout.com/seattle/events/old-dominion-no-bad-vibes-tour/e147315/
Live at the Laser Dome: KEXP DJ in Residence;Laser Dome at Pacific Science Center;200 Second Ave E;;Seattle;WA;;2023-11-01;19:30;12.0;15.0;https://everout.com/seattle/events/live-at-the-laser-dome-kexp-dj-in-residence/e160170/
Rocky Votolato, Sea Salt, and Crushing;The Crocodile;2505 First Ave;98121.0;Seattle;WA;;2023-11-01;19:00;25.0;;https://everout.com/seattle/events/rocky-votolato-sea-salt-and-crushing/e160508/
Eastside Drag Workshop;;;;;;;2023-11-01;19:00;0.0;0.0;https://everout.com/seattle/events/eastside-drag-workshop/e155700/
Citizen;Neumos;925 E Pike St;98122.0;Seattle;WA;;2023-11-01;18:30;27.0;30.0;https://everout.com/seattle/events/citizen/e151926/
Midweek Magic;Cafe Racer;1510 11th Ave;98122.0;Seattle;WA;;2023-11-01;18:00;7.0;;https://everout.com/seattle/events/midweek-magic/e144229/
